"","species","lifestage","URL","SAME_AS","LOCAL_PATH","hex","rgb"
"132","PINKSHRIMP","larvae","https://api.mapbox.com/styles/v1/aquilonaris/ciyk8l58s000l2rnoejcu5nuv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Pink Shrimp\larvae","#E41A1C","rgb(228,26,28)"
"133","QUEENSNAPPER","adult","https://api.mapbox.com/styles/v1/tazmichael/ciyak5ys1003v2rp7rwbb2ih4/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Queen Snapper\adultsDis","#ffff33","rgb(255,255,51)"
"134","QUEENSNAPPER","lateJuvenile",".","UNMAPPABLE",".","#FF7F00","rgb(255,127,0)"
"135","QUEENSNAPPER","spawningAdult",".","UNMAPPABLE",".","#a65628","rgb(166,86,40)"
"136","QUEENSNAPPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2415c001h2slu8pzm7c7z/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","QUEENSNAPPER/SNOWYGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Queen Snapper\eggs","#F781BF","rgb(247,129,191)"
"137","QUEENSNAPPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2cf0v001i2sluw2usa0op/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","QUEENSNAPPER/SNOWYGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Queen Snapper\larvae","#E41A1C","rgb(228,26,28)"
"138","QUEENSNAPPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg28vbz001i2sl8xdsklzwk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","QUEENSNAPPER/SNOWYGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Queen Snapper\postLarvae","#4DAF4A","rgb(77,175,74)"
"139","QUEENSNAPPER","earlyJuvenile","https://api.mapbox.com/styles/v1/aquilonaris/ciyk8ofcy000m2rno08enytz5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Queen Snapper\earlyJuveniles","#984EA3","rgb(152,78,163)"
"140","REDDRUM","adult","https://api.mapbox.com/styles/v1/jfroeschke/ciy1k4hlv006a2sozkg3kj00m/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\adults","#ffff33","rgb(255,255,51)"
"141","REDDRUM","earlyJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciyak93pf003t2sqjqk1pm0u3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"142","REDDRUM","larvae","https://api.mapbox.com/styles/v1/aquilonaris/ciyk8rwde000o2rqqsaikmd3v/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\WCA_larvae","#E41A1C","rgb(228,26,28)"
"143","REDDRUM","lateJuvenile","https://api.mapbox.com/styles/v1/jfroeschke/ciy1kda5h004n2sp6be1um81h/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"144","REDDRUM","postLarvae","https://api.mapbox.com/styles/v1/tazmichael/ciybhtewh005c2snpfwu8des5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\postLarvaeDis","#4DAF4A","rgb(77,175,74)"
"145","REDDRUM","spawningAdult","https://api.mapbox.com/styles/v1/jfroeschke/ciy1jvsrq004m2sp6gg5iy3ca/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\spawningAdultsDis","#a65628","rgb(166,86,40)"
"146","REDDRUM","eggs",".","UNMAPPABLE",".","#F781BF","rgb(247,129,191)"
"147","REDGROUPER","adult","https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig","BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\adultsDis","#ffff33","rgb(255,255,51)"
"148","REDGROUPER","earlyJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciybih9r600522rqfe2v4my7k/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"149","REDGROUPER","lateJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciybiof8r000t2sqlx5yykdvm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"150","REDGROUPER","spawningAdult","https://api.mapbox.com/styles/v1/claireroberts/cixvv25ld00052sp6zmwzzije/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig","BLACKFINSNAPPER/REDGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\spawningAdultsDis","#a65628","rgb(166,86,40)"
"151","REDGROUPER","postLarvae",".","UNMAPPABLE",".","#4DAF4A","rgb(77,175,74)"
"152","REDGROUPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\eggs","#F781BF","rgb(247,129,191)"
"153","REDGROUPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\larvae","#E41A1C","rgb(228,26,28)"
"154","REDSNAPPER","adult","https://api.mapbox.com/styles/v1/jfroeschke/ciy1o4dqo006h2rqjqip4yh2o/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","REDSNAPPER/VERMILIONSNAPPER/GAG/GRAYTRIGGERFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\adultsDis","#ffff33","rgb(255,255,51)"
"155","REDSNAPPER","earlyJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciybiwhcd005e2snpjt48tqa0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"156","REDSNAPPER","lateJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciybjkn86000d2sqsha528jxn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"157","REDSNAPPER","spawningAdult","https://api.mapbox.com/styles/v1/tazmichael/ciybjlq1r005a2sqjrrokfpxw/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\spawningAdultsDis","#a65628","rgb(166,86,40)"
"158","REDSNAPPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\eggs","#F781BF","rgb(247,129,191)"
"159","REDSNAPPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\larvae","#E41A1C","rgb(228,26,28)"
"160","REDSNAPPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\postLarvae","#4DAF4A","rgb(77,175,74)"
"161","ROYALREDSHRIMP","adult","https://api.mapbox.com/styles/v1/tazmichael/ciybk4b8i005b2sqj57u15ev9/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Royal Red Shrimp\adultsDis","#ffff33","rgb(255,255,51)"
"162","ROYALREDSHRIMP","spawningAdult","https://api.mapbox.com/styles/v1/tazmichael/ciybk56ms000w2sqlimcy314w/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Royal Red Shrimp\spawningAdultsDis","#a65628","rgb(166,86,40)"
"163","ROYALREDSHRIMP","eggs",".","UNMAPPABLE",".","#F781BF","rgb(247,129,191)"
"164","ROYALREDSHRIMP","larvae",".","UNMAPPABLE",".","#E41A1C","rgb(228,26,28)"
"165","ROYALREDSHRIMP","postLarvae",".","UNMAPPABLE",".","#4DAF4A","rgb(77,175,74)"
"166","ROYALREDSHRIMP","earlyJuvenile",".","UNMAPPABLE",".","#984EA3","rgb(152,78,163)"
"167","ROYALREDSHRIMP","lateJuvenile",".","UNMAPPABLE",".","#FF7F00","rgb(255,127,0)"
"168","SCAMP","adult","https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig","BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\adultsDis","#ffff33","rgb(255,255,51)"
"169","SCAMP","earlyJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciybk5zue005c2sqj169lypla/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"170","SCAMP","lateJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciybk7ln4000x2sql8028jioy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"171","SCAMP","spawningAdult","https://api.mapbox.com/styles/v1/claireroberts/cixvtl4lu00062rmh4zwjqoe6/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig","BLACKGROUPER/SCAMP","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\spawningAdultsDis","#a65628","rgb(166,86,40)"
"172","SCAMP","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\eggs","#F781BF","rgb(247,129,191)"
"173","SCAMP","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\larvae","#E41A1C","rgb(228,26,28)"
"174","SCAMP","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg4rco3001t2smf18mbt7cb/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","SPECKLEDHIND/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\postLarvae","#4DAF4A","rgb(77,175,74)"
"175","SILKSNAPPER","adult","https://api.mapbox.com/styles/v1/tazmichael/ciybovy0c000i2sqsoyjyupe7/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Silk Snapper\adultsDis","#ffff33","rgb(255,255,51)"
"176","SILKSNAPPER","eggs",".","UNMAPPABLE",".","#F781BF","rgb(247,129,191)"
"177","SILKSNAPPER","larvae",".","UNMAPPABLE",".","#E41A1C","rgb(228,26,28)"
"178","SILKSNAPPER","postLarvae",".","UNMAPPABLE",".","#4DAF4A","rgb(77,175,74)"
"179","SILKSNAPPER","earlyJuvenile",".","UNMAPPABLE",".","#984EA3","rgb(152,78,163)"
"180","SILKSNAPPER","lateJuvenile",".","UNMAPPABLE",".","#FF7F00","rgb(255,127,0)"
"181","SILKSNAPPER","spawningAdult",".","UNMAPPABLE",".","#a65628","rgb(166,86,40)"
"182","SNOWYGROUPER","adult","https://api.mapbox.com/styles/v1/tazmichael/ciybowszv005n2sqjt08gdb0c/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\adultsDis","#ffff33","rgb(255,255,51)"
"183","SNOWYGROUPER","earlyJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciyboxudo005p2snpm6xevibl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\earlyJuveniles","#984EA3","rgb(152,78,163)"
"184","SNOWYGROUPER","lateJuvenile","https://api.mapbox.com/styles/v1/tazmichael/ciyboyp9l005o2sqjf83havsy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\lateJuveniles","#FF7F00","rgb(255,127,0)"
"185","SNOWYGROUPER","spawningAdult","https://api.mapbox.com/styles/v1/kmjensen/ciybrg1fn000n2sqsyleu5ff3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\spawningAdultsDis","#a65628","rgb(166,86,40)"
"186","SNOWYGROUPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2415c001h2slu8pzm7c7z/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","QUEENSNAPPER/SNOWYGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\eggs","#F781BF","rgb(247,129,191)"
"187","SNOWYGROUPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2cf0v001i2sluw2usa0op/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","QUEENSNAPPER/SNOWYGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\larvae","#E41A1C","rgb(228,26,28)"
"188","SNOWYGROUPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg28vbz001i2sl8xdsklzwk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","QUEENSNAPPER/SNOWYGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\postLarvae","#4DAF4A","rgb(77,175,74)"
"189","SPANISHMACKEREL","eggs","https://api.mapbox.com/styles/v1/aquilonaris/ciyk9p1ae00142smg8ey6r45s/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\eggs","#F781BF","rgb(247,129,191)"
"190","SPANISHMACKEREL","larvae","https://api.mapbox.com/styles/v1/aquilonaris/ciyka5i2600102sp9ujpleuvq/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\larvae","#E41A1C","rgb(228,26,28)"
"191","SPANISHMACKEREL","postLarvae","https://api.mapbox.com/styles/v1/aquilonaris/ciykaa8z100112sp95nbokt83/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\postLarvae","#4DAF4A","rgb(77,175,74)"
"192","SPANISHMACKEREL","earlyJuvenile","https://api.mapbox.com/styles/v1/aquilonaris/ciykadpj100182smg1w4r049i/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\earlyJuveniles","#984EA3","rgb(152,78,163)"
"193","SPANISHMACKEREL","adult","https://api.mapbox.com/styles/v1/aquilonaris/ciykagfd700142sp9b6zwcjnt/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\adults","#ffff33","rgb(255,255,51)"
"194","SPECKLEDHIND","adult","https://api.mapbox.com/styles/v1/kmjensen/ciybrwrfy00602sqjlha1va4n/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\adultsDis","#ffff33","rgb(255,255,51)"
"195","SPECKLEDHIND","earlyJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciybrxm61005l2rqf6a4cr7qp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"196","SPECKLEDHIND","lateJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciybrzt7f000q2sqsa4eeh3ed/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
