,FootNote,FMP,Common.Name,Species.Name,Author,Title,Journal,Volume,Number,Pages,Year,URL,Editors,Publisher
132,57,Shrimp,Brown Shrimp,Penaeus aztecus,"Zimmerman, R. J., T. J. Minello and G. Zamora","Selection of vegetated habitat by brown shrimp, Penaeus aztecus, in a Galveston Bay salt marsh",Fishery Bulletin,82,2,325--336,1984,http://fishbull.noaa.gov/82-2/zimmerman.pdf,.,.
133,58,Shrimp,Brown Shrimp,Penaeus aztecus,.,"Nine years of unpublished data from Galveston Bay, TX; these data are similar to those reported by Zimmerman and Minello",.,.,.,.,1984,.,.,.
134,59,Shrimp,Brown Shrimp,Penaeus aztecus,"Zimmerman, R. J., T. J. Minello, M. C. Castiglione and D. L. Smith",Utilization of marsh and associated habitats along a salinity gradient in Galveston Bay,NOAA Technical Memorandum,NMFS-SEFC-250,.,68 pp,1990,.,.,.
135,60,Shrimp,Brown Shrimp,Penaeus aztecus,"Zimmerman, R. J., T. J. Minello, T. J. Baumer and M. C. Castiglione",Oyster reef as habitat for estuarine macrofauna,"NOAA Technical Memorandum, NMFS-SEFC-246",.,.,16 pp,1989,http://repositories.tdl.org/tamug-ir/handle/1969.3/21562,.,.
136,61,Shrimp,Brown Shrimp,Penaeus aztecus,"Minello, T. J., T. J. Zimmerman and P. Barrick",Experimental studies on selection for vegetative structure by penaeid shrimp,"NOAA Technical Memorandum, NMFS-SEFC-237",.,.,30 pp,1990,http://repositories.tdl.org/tamug-ir/handle/1969.3/20912,.,.
137,62,Shrimp,Brown Shrimp,Penaeus aztecus,"Copeland, B","Fauna of the Aransas Pass Inlet, Texas. I. Emigration as shown by tide trap collections","Publications of the Institute of Marine Science, University of Texas",10,.,9--21,1965,.,.,.
138,63,Shrimp,Brown Shrimp,Penaeus aztecus,"Cook, H. L. and M. A. Murphy","Early developmental stages of the brown shrimp, Penaeus aztecus Ives, reared in the laboratory",Fishery Bulletin,69,1,223--240,1971,http://fishbull.noaa.gov/69-1/cook.pdf,.,.
139,64,Shrimp,Brown Shrimp,Penaeus aztecus,"Minello, T. J., J. W. Webb, R. J. Zimmerman, R. B. Wooten, J. L. Martinez, T. J. Baumer and M. C. Pattillo",Habitat availability and utilization by benthos and nekton in Hall's Lake and west Galveston bay.,"NOAA Technical Memorandum, NMFS-SEFC-275",.,.,10--37,1991,https://repositories.tdl.org/tamug-ir/handle/1969.3/21406,.,.
140,65,Shrimp,Brown Shrimp,Penaeus aztecus,"Minello, T. J., R. J. Zimmerman and T. C. Czapla","Habitat-related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986","NOAA Technical Memorandum, NMFS-SEFC-236",.,.,1--16,1989,http://docs.lib.noaa.gov/noaa_documents/NMFS/SEFSC/TM_NMFS_SEFSC/NMFS_SEFSC_TM_236.pdf,.,.
141,66,Shrimp,Brown Shrimp,Penaeus aztecus,"Diener, R. A., A. Inglis and G. B. Adams","Stomach contents of fishes from Clear Lake and tributary waters, a Texas estuarine area",Contributions in Marine Science,18,.,7--17,1974,http://repositories.tdl.org/tamug-ir/handle/1969.3/23158,.,.
142,67,Shrimp,Brown Shrimp,Penaeus aztecus,"Darnell, R. M","Food habitat of fishes and larger invertebrates of Lake Ponchatrain, Louisiana, and estuarine community","Publications of the Institute of Marine Science, The University of Texas",5,.,353--416,1958,http://www.nativefishlab.net/library/textpdf/13943.pdf,.,.
143,68,Shrimp,Brown Shrimp,Penaeus aztecus,"Overstreet, R. M. and R. W. Heard","Food of the red drum, Sciaenops ocellata, from Mississippi Sound",Gulf and Caribbean Research,6,2,131--135,1978,http://aquila.usm.edu/gcr/vol6/iss2/3/,.,.
144,69,Shrimp,Brown Shrimp,Penaeus aztecus,"Overstreet, R. M. and R. W. Heard","Food of the Atlantic croaker, Micropogonias undulatus, from Mississippi Sound and the Gulf of Mexico",Gulf and Caribbean Research,6,2,145--152,1978,http://digitalcommons.unl.edu/parasitologyfacpubs/485/,.,.
145,70,Shrimp,Brown Shrimp,Penaeus aztecus,"Pearson, J. C",Natural history and conservation of the redfish and other commercial sciaenids on the Texas coast.,Bulletin of the U.S. Bureau of Fisheries,44,.,129--214,1929,https://repositories.tdl.org/tamug-ir/handle/1969.3/23948,.,.
146,71,Shrimp,Brown Shrimp,Penaeus aztecus,"Kemp, R. J","Report on stomach analysis from June 1, 1949 through August 31, 1949","Texas Game, Fish, and Oyster Commission, Marine Laboratory Annual Report",.,.,116--117,1949,.,.,.
147,72,Shrimp,Brown Shrimp,Penaeus aztecus,"Gunter, G",Studies of marine fishes of Texas,"Publications of the Institute of Marine Science, University of Texas",1,.,1--190,1945,.,.,.
148,73,Shrimp,Brown Shrimp,Penaeus aztecus,"Miles, D. W",A study of the food habits of the fishes of the Aransas Bay area,"Texas Game, Fish, and Oyster Commission, Marine Laboratory Annual Report, 1948-1949",.,.,129--169,1949,.,.,.
149,74,Shrimp,Brown Shrimp,Penaeus aztecus,"Knapp, F. T",Menhaden utilization in relation to the conservation of food and game fishes of the Texas Gulf coast,Transactions of the American Fisheries Society,79,1,137--144,1950,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1949)79%5B137%3AMUIRTT%5D2.0.CO%3B2,.,.
150,75,Shrimp,Brown Shrimp,Penaeus aztecus,"Harris, A. H. and C. D. Rose","Shrimp predation by the sea catfish, Galeichthys felis",Transactions of the American Fisheries Society,97,4,503--504,1968,http://www.tandfonline.com/doi/abs/10.1577/1548-8659%281968%2997%5B503%3ASPBTSC%5D2.0.CO%3B2?journalCode=utaf20,.,.
151,76,Shrimp,Brown Shrimp,Penaeus aztecus,"Boothby, R. N. and J. W. Abault, Jr","Food habits, length-weight relationship, and condition factor of the red drum (Sciaenops ocellata) in southeastern Louisiana",Transactions of the American Fisheries Society,100,2,290--295,1971,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1971)100%3C290%3AFHLRAC%3E2.0.CO%3B2,.,.
152,77,Shrimp,Brown Shrimp,Penaeus aztecus,"Stokes, G. M",Life history studies of southern flounder (Paralichthys lethostigma) and Gulf flounder (P. albigutta) in the Aransas Bay area of Texas.,"Texas Parks and Wildlife Department, Technical Series",25,.,37 pp,1977,http://repositories.tdl.org/tamug-ir/handle/1969.3/24687,.,.
153,78,Shrimp,Brown Shrimp,Penaeus aztecus,"Bass, R. J. and J. W. Avault, Jr","Food habits, length-weight relationship, condition factor, and growth of juvenile red drum, Sciaenops ocellata, in Louisiana",Transactions of the American Fisheries Society,104,1,35--45,1975,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1975)104%3C35%3AFHLRCF%3E2.0.CO%3B2,.,.
154,79,Shrimp,Brown Shrimp,Penaeus aztecus,"Seagle, J. H","Food habits of spotted seatrout (Cynoscion nebulosus, Cuvier) frequenting turtle grass (Thalassia testudinum, Konig) beds in Redfish Bay, Texas",Taius,2,1,58--63,1969,.,.,.
155,80,Shrimp,Brown Shrimp,Penaeus aztecus,"Stewart, K. W","Contributions to the biology of the spotted seatrout (Cynoscion nebulosus) in the Everglades National Park, FL","M. S. thesis. University of Miami, Miami, FL",.,.,.,1961,.,.,.
