,species,lifestage,URL,WMS,Layer_ID,SAME_AS,LOCAL_PATH,COLORS
140,REDDRUM,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1k4hlv006a2sozkg3kj00m/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\adults,#ffff33
141,REDDRUM,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyak93pf003t2sqjqk1pm0u3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\earlyJuvenilesDis,#984EA3
142,REDDRUM,larvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyk8rwde000o2rqqsaikmd3v/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\WCA_larvae,#E41A1C
143,REDDRUM,lateJuvenile,https://api.mapbox.com/styles/v1/jfroeschke/ciy1kda5h004n2sp6be1um81h/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\lateJuvenilesDis,#FF7F00
144,REDDRUM,postLarvae,https://api.mapbox.com/styles/v1/tazmichael/ciybhtewh005c2snpfwu8des5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\postLarvaeDis,#4DAF4A
145,REDDRUM,spawningAdult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1jvsrq004m2sp6gg5iy3ca/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Drum\spawningAdultsDis,#a65628
146,REDDRUM,eggs,.,,,UNMAPPABLE,.,#F781BF
147,REDGROUPER,adult,https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,,,BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\adultsDis,#ffff33
148,REDGROUPER,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybih9r600522rqfe2v4my7k/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\earlyJuvenilesDis,#984EA3
149,REDGROUPER,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybiof8r000t2sqlx5yykdvm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\lateJuvenilesDis,#FF7F00
150,REDGROUPER,spawningAdult,https://api.mapbox.com/styles/v1/claireroberts/cixvv25ld00052sp6zmwzzije/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,,,BLACKFINSNAPPER/REDGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\spawningAdultsDis,#a65628
151,REDGROUPER,postLarvae,.,,,UNMAPPABLE,.,#4DAF4A
152,REDGROUPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\eggs,#F781BF
153,REDGROUPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Grouper\larvae,#E41A1C
154,REDSNAPPER,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1o4dqo006h2rqjqip4yh2o/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,,,REDSNAPPER/VERMILIONSNAPPER/GAG/GRAYTRIGGERFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\adultsDis,#ffff33
155,REDSNAPPER,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybiwhcd005e2snpjt48tqa0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\earlyJuvenilesDis,#984EA3
156,REDSNAPPER,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybjkn86000d2sqsha528jxn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\lateJuvenilesDis,#FF7F00
157,REDSNAPPER,spawningAdult,https://api.mapbox.com/styles/v1/tazmichael/ciybjlq1r005a2sqjrrokfpxw/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\spawningAdultsDis,#a65628
158,REDSNAPPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\eggs,#F781BF
159,REDSNAPPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\larvae,#E41A1C
160,REDSNAPPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Red Snapper\postLarvae,#4DAF4A
161,ROYALREDSHRIMP,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybk4b8i005b2sqj57u15ev9/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Royal Red Shrimp\adultsDis,#ffff33
162,ROYALREDSHRIMP,spawningAdult,https://api.mapbox.com/styles/v1/tazmichael/ciybk56ms000w2sqlimcy314w/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Royal Red Shrimp\spawningAdultsDis,#a65628
163,ROYALREDSHRIMP,eggs,.,,,UNMAPPABLE,.,#F781BF
164,ROYALREDSHRIMP,larvae,.,,,UNMAPPABLE,.,#E41A1C
165,ROYALREDSHRIMP,postLarvae,.,,,UNMAPPABLE,.,#4DAF4A
166,ROYALREDSHRIMP,earlyJuvenile,.,,,UNMAPPABLE,.,#984EA3
167,ROYALREDSHRIMP,lateJuvenile,.,,,UNMAPPABLE,.,#FF7F00
168,SCAMP,adult,https://api.mapbox.com/styles/v1/claireroberts/cixuhtoo1002t2rnrcn7gtc2t/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,,,BLACKGROUPER/HOGFISH/REDGROUPER/SCAMP/YELLOWTAILSNAPPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\adultsDis,#ffff33
169,SCAMP,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybk5zue005c2sqj169lypla/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\earlyJuvenilesDis,#984EA3
170,SCAMP,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciybk7ln4000x2sql8028jioy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\lateJuvenilesDis,#FF7F00
171,SCAMP,spawningAdult,https://api.mapbox.com/styles/v1/claireroberts/cixvtl4lu00062rmh4zwjqoe6/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,,,BLACKGROUPER/SCAMP,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\spawningAdultsDis,#a65628
172,SCAMP,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\eggs,#F781BF
173,SCAMP,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\larvae,#E41A1C
174,SCAMP,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg4rco3001t2smf18mbt7cb/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,SPECKLEDHIND/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Scamp\postLarvae,#4DAF4A
175,SILKSNAPPER,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybovy0c000i2sqsoyjyupe7/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Silk Snapper\adultsDis,#ffff33
176,SILKSNAPPER,eggs,.,,,UNMAPPABLE,.,#F781BF
177,SILKSNAPPER,larvae,.,,,UNMAPPABLE,.,#E41A1C
178,SILKSNAPPER,postLarvae,.,,,UNMAPPABLE,.,#4DAF4A
179,SILKSNAPPER,earlyJuvenile,.,,,UNMAPPABLE,.,#984EA3
180,SILKSNAPPER,lateJuvenile,.,,,UNMAPPABLE,.,#FF7F00
181,SILKSNAPPER,spawningAdult,.,,,UNMAPPABLE,.,#a65628
182,SNOWYGROUPER,adult,https://api.mapbox.com/styles/v1/tazmichael/ciybowszv005n2sqjt08gdb0c/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\adultsDis,#ffff33
183,SNOWYGROUPER,earlyJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyboxudo005p2snpm6xevibl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\earlyJuveniles,#984EA3
184,SNOWYGROUPER,lateJuvenile,https://api.mapbox.com/styles/v1/tazmichael/ciyboyp9l005o2sqjf83havsy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoidGF6bWljaGFlbCIsImEiOiJjaXlhZjdyMzYwMGJhMzJveGRzY3o2cjAwIn0.2D-NGFRuABTPLLcDy3Svow,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\lateJuveniles,#FF7F00
185,SNOWYGROUPER,spawningAdult,https://api.mapbox.com/styles/v1/kmjensen/ciybrg1fn000n2sqsyleu5ff3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\spawningAdultsDis,#a65628
186,SNOWYGROUPER,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2415c001h2slu8pzm7c7z/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,QUEENSNAPPER/SNOWYGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\eggs,#F781BF
187,SNOWYGROUPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg2cf0v001i2sluw2usa0op/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,QUEENSNAPPER/SNOWYGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\larvae,#E41A1C
188,SNOWYGROUPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg28vbz001i2sl8xdsklzwk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,QUEENSNAPPER/SNOWYGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Snowy Grouper\postLarvae,#4DAF4A
189,SPANISHMACKEREL,eggs,https://api.mapbox.com/styles/v1/aquilonaris/ciyk9p1ae00142smg8ey6r45s/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\eggs,#F781BF
190,SPANISHMACKEREL,larvae,https://api.mapbox.com/styles/v1/aquilonaris/ciyka5i2600102sp9ujpleuvq/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\larvae,#E41A1C
191,SPANISHMACKEREL,postLarvae,https://api.mapbox.com/styles/v1/aquilonaris/ciykaa8z100112sp95nbokt83/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\postLarvae,#4DAF4A
192,SPANISHMACKEREL,earlyJuvenile,https://api.mapbox.com/styles/v1/aquilonaris/ciykadpj100182smg1w4r049i/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\earlyJuveniles,#984EA3
193,SPANISHMACKEREL,adult,https://api.mapbox.com/styles/v1/aquilonaris/ciykagfd700142sp9b6zwcjnt/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\adults,#ffff33
194,SPECKLEDHIND,adult,https://api.mapbox.com/styles/v1/kmjensen/ciybrwrfy00602sqjlha1va4n/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\adultsDis,#ffff33
195,SPECKLEDHIND,earlyJuvenile,https://api.mapbox.com/styles/v1/kmjensen/ciybrxm61005l2rqf6a4cr7qp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\earlyJuvenilesDis,#984EA3
196,SPECKLEDHIND,lateJuvenile,https://api.mapbox.com/styles/v1/kmjensen/ciybrzt7f000q2sqsa4eeh3ed/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\lateJuvenilesDis,#FF7F00
197,SPECKLEDHIND,spawningAdult,https://api.mapbox.com/styles/v1/claireroberts/cixvyr7th000d2sp60l24qwse/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig,,,SPECKLEDHIND/BLUELINETILEFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\spawningAdultsDis,#a65628
198,SPECKLEDHIND,eggs,https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\eggs,#F781BF
199,SPECKLEDHIND,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\larvae,#E41A1C
200,SPECKLEDHIND,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg4rco3001t2smf18mbt7cb/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,SPECKLEDHIND/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\postLarvae,#4DAF4A
201,SPINYLOBSTER,adult,https://api.mapbox.com/styles/v1/kmjensen/ciyd01evo008c2snp8uz1ejxy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\adultsDis,#ffff33
202,SPINYLOBSTER,juvenile,https://api.mapbox.com/styles/v1/kmjensen/ciyd04a5n007p2rqfydzbzwdf/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\juvenilesDis,#FF7F00
203,SPINYLOBSTER,puerulusPostlarvae,https://api.mapbox.com/styles/v1/kmjensen/ciyd08ic6007q2rqfn3bslkrt/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\puerulusPostlarvaeDis,#4DAF4A
204,SPINYLOBSTER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,,,KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\larvae,#E41A1C
205,TILEFISH,adult,https://api.mapbox.com/styles/v1/jfroeschke/ciy1p4259006n2sozz79c6ncu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg,,,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\adultsDis,#ffff33
